s,zeta(s)
(0.5+30005.98828125j),0j
(0.5+30006.865234375j),0j
(0.5+30007.16015625j),0j
(0.5+30008.140625j),0j
(0.5+30008.62890625j),0j
(0.5+30009.478515625j),0j
(0.5+30010.55859375j),0j
(0.5+30011.013671875j),0j
(0.5+30011.693359375j),0j
(0.5+30011.8984375j),0j
(0.5+30013.076171875j),0j
(0.5+30014.28125j),0j
(0.5+30014.98046875j),0j
(0.5+30015.634765625j),0j
(0.5+30016.58203125j),0j
(0.5+30016.912109375j),0j
(0.5+30017.51953125j),0j
(0.5+30018.5625j),0j
(0.5+30018.92578125j),0j
(0.5+30019.67578125j),0j
(0.5+30020.54296875j),0j
(0.5+30021.404296875j),0j
(0.5+30022.07421875j),0j
(0.5+30023.330078125j),0j
(0.5+30023.646484375j),0j
(0.5+30024.39453125j),0j
(0.5+30024.830078125j),0j
(0.5+30026.169921875j),0j
(0.5+30026.990234375j),0j
(0.5+30027.244140625j),0j
(0.5+30027.953125j),0j
(0.5+30028.5859375j),0j
(0.5+30029.484375j),0j
(0.5+30030.052734375j),0j
(0.5+30030.857421875j),0j
(0.5+30031.771484375j),0j
(0.5+30033.029296875j),0j
(0.5+30033.470703125j),0j
(0.5+30034.177734375j),0j
(0.5+30034.845703125j),0j
(0.5+30035.458984375j),0j
(0.5+30035.927734375j),0j
(0.5+30036.884765625j),0j
(0.5+30037.787109375j),0j
(0.5+30038.349609375j),0j
(0.5+30039.322265625j),0j
(0.5+30039.68359375j),0j
(0.5+30040.623046875j),0j
(0.5+30041.42578125j),0j
(0.5+30042.48828125j),0j
(0.5+30043.037109375j),0j
(0.5+30043.759765625j),0j
(0.5+30044.37109375j),0j
(0.5+30045.30078125j),0j
(0.5+30046.060546875j),0j
(0.5+30046.494140625j),0j
(0.5+30046.880859375j),0j
(0.5+30047.8359375j),0j
(0.5+30048.5625j),0j
(0.5+30050.15234375j),0j
(0.5+30050.44921875j),0j
(0.5+30051.26171875j),0j
(0.5+30051.642578125j),0j
(0.5+30052.8828125j),0j
(0.5+30053.2734375j),0j
(0.5+30053.7109375j),0j
(0.5+30054.96484375j),0j
(0.5+30055.673828125j),0j
(0.5+30055.923828125j),0j
(0.5+30057.02734375j),0j
(0.5+30057.47265625j),0j
(0.5+30058.455078125j),0j
(0.5+30059.203125j),0j
(0.5+30059.927734375j),0j
(0.5+30061.29296875j),0j
(0.5+30061.548828125j),0j
(0.5+30062.36328125j),0j
(0.5+30063.087890625j),0j
(0.5+30063.400390625j),0j
(0.5+30064.033203125j),0j
(0.5+30065.158203125j),0j
(0.5+30065.833984375j),0j
(0.5+30066.494140625j),0j
(0.5+30067.21875j),0j
(0.5+30068.521484375j),0j
(0.5+30069.013671875j),0j
(0.5+30069.734375j),0j
(0.5+30070.3359375j),0j
(0.5+30070.87890625j),0j
(0.5+30072.09765625j),0j
(0.5+30072.61328125j),0j
(0.5+30073.40625j),0j
(0.5+30073.9765625j),0j
(0.5+30074.65625j),0j
(0.5+30075.275390625j),0j
(0.5+30075.828125j),0j
(0.5+30077.236328125j),0j
(0.5+30078.068359375j),0j
(0.5+30078.83203125j),0j
(0.5+30079.349609375j),0j
(0.5+30079.970703125j),0j
(0.5+30080.759765625j),0j
(0.5+30081.638671875j),0j
(0.5+30081.990234375j),0j
(0.5+30082.625j),0j
(0.5+30083.494140625j),0j
(0.5+30084.76953125j),0j
(0.5+30085.095703125j),0j
(0.5+30085.75390625j),0j
(0.5+30086.8046875j),0j
(0.5+30087.373046875j),0j
(0.5+30088.23828125j),0j
(0.5+30089.193359375j),0j
(0.5+30089.7109375j),0j
(0.5+30090.494140625j),0j
(0.5+30090.9296875j),0j
(0.5+30091.8984375j),0j
(0.5+30092.412109375j),0j
(0.5+30093.0703125j),0j
(0.5+30093.6640625j),0j
(0.5+30095.123046875j),0j
(0.5+30095.537109375j),0j
(0.5+30096.7421875j),0j
(0.5+30097.3828125j),0j
(0.5+30097.81640625j),0j
(0.5+30098.27734375j),0j
(0.5+30099.076171875j),0j
(0.5+30100.017578125j),0j
(0.5+30100.884765625j),0j
(0.5+30101.572265625j),0j
(0.5+30102.087890625j),0j
(0.5+30102.541015625j),0j
(0.5+30103.751953125j),0j
(0.5+30104.541015625j),0j
(0.5+30105.333984375j),0j
(0.5+30105.921875j),0j
(0.5+30106.951171875j),0j
(0.5+30107.63671875j),0j
(0.5+30108.52734375j),0j
(0.5+30108.6484375j),0j
(0.5+30109.412109375j),0j
(0.5+30110.29296875j),0j
(0.5+30110.720703125j),0j
(0.5+30111.75390625j),0j
(0.5+30112.705078125j),0j
(0.5+30113.68359375j),0j
(0.5+30114.1796875j),0j
(0.5+30114.90234375j),0j
(0.5+30115.55078125j),0j
(0.5+30116.44921875j),0j
(0.5+30117.181640625j),0j
(0.5+30117.611328125j),0j
(0.5+30118.591796875j),0j
(0.5+30119.3984375j),0j
(0.5+30119.77734375j),0j
(0.5+30120.77734375j),0j
(0.5+30121.41796875j),0j
(0.5+30121.634765625j),0j
(0.5+30123.47265625j),0j
(0.5+30124.162109375j),0j
(0.5+30124.66015625j),0j
(0.5+30125.12109375j),0j
(0.5+30126.154296875j),0j
(0.5+30126.509765625j),0j
(0.5+30127.46484375j),0j
(0.5+30127.814453125j),0j
(0.5+30128.919921875j),0j
(0.5+30129.55078125j),0j
(0.5+30130.25j),0j
(0.5+30131.296875j),0j
(0.5+30132.189453125j),0j
(0.5+30132.521484375j),0j
(0.5+30133.56640625j),0j
(0.5+30133.953125j),0j
(0.5+30134.935546875j),0j
(0.5+30135.880859375j),0j
(0.5+30136.54296875j),0j
(0.5+30136.958984375j),0j
(0.5+30137.54296875j),0j
(0.5+30138.0859375j),0j
(0.5+30139.29296875j),0j
(0.5+30139.8984375j),0j
(0.5+30141.09765625j),0j
(0.5+30141.654296875j),0j
(0.5+30142.48828125j),0j
(0.5+30143.314453125j),0j
(0.5+30143.79296875j),0j
(0.5+30144.26953125j),0j
(0.5+30145.0546875j),0j
(0.5+30145.794921875j),0j
(0.5+30146.984375j),0j
(0.5+30147.263671875j),0j
(0.5+30148.12109375j),0j
(0.5+30148.833984375j),0j
(0.5+30149.56640625j),0j
(0.5+30150.712890625j),0j
(0.5+30151.015625j),0j
(0.5+30152.361328125j),0j
(0.5+30152.8046875j),0j
(0.5+30153.453125j),0j
(0.5+30153.87109375j),0j
(0.5+30155.0703125j),0j
(0.5+30155.423828125j),0j
(0.5+30156.251953125j),0j
(0.5+30156.498046875j),0j
(0.5+30157.7421875j),0j
(0.5+30159.0390625j),0j
(0.5+30159.638671875j),0j
(0.5+30160.08984375j),0j
(0.5+30160.853515625j),0j
(0.5+30161.419921875j),0j
(0.5+30162.181640625j),0j
(0.5+30163.390625j),0j
(0.5+30163.666015625j),0j
(0.5+30164.244140625j),0j
(0.5+30165.3515625j),0j
(0.5+30165.951171875j),0j
(0.5+30166.29296875j),0j
(0.5+30167.412109375j),0j
(0.5+30168.4453125j),0j
(0.5+30168.939453125j),0j
(0.5+30170.033203125j),0j
(0.5+30170.681640625j),0j
(0.5+30171.33203125j),0j
(0.5+30171.8828125j),0j
(0.5+30172.517578125j),0j
(0.5+30173.12109375j),0j
(0.5+30173.7734375j),0j
(0.5+30175.1875j),0j
(0.5+30175.376953125j),0j
(0.5+30176.515625j),0j
(0.5+30176.955078125j),0j
(0.5+30178.263671875j),0j
(0.5+30178.724609375j),0j
(0.5+30179.26953125j),0j
(0.5+30179.916015625j),0j
(0.5+30180.921875j),0j
(0.5+30181.845703125j),0j
(0.5+30182.15625j),0j
(0.5+30183.09765625j),0j
(0.5+30183.48046875j),0j
(0.5+30184.1171875j),0j
(0.5+30185.0625j),0j
(0.5+30186.15234375j),0j
(0.5+30187.310546875j),0j
(0.5+30187.595703125j),0j
(0.5+30188.3359375j),0j
(0.5+30188.94140625j),0j
(0.5+30189.712890625j),0j
(0.5+30190.33203125j),0j
(0.5+30191.044921875j),0j
(0.5+30191.984375j),0j
(0.5+30192.400390625j),0j
(0.5+30193.27734375j),0j
(0.5+30194.271484375j),0j
(0.5+30195.2421875j),0j
(0.5+30195.412109375j),0j
(0.5+30196.18359375j),0j
(0.5+30197.466796875j),0j
(0.5+30198.076171875j),0j
(0.5+30198.69140625j),0j
(0.5+30199.5390625j),0j
(0.5+30199.841796875j),0j
(0.5+30200.640625j),0j
(0.5+30201.400390625j),0j
(0.5+30202.1640625j),0j
(0.5+30202.68359375j),0j
(0.5+30203.95703125j),0j
(0.5+30204.904296875j),0j
(0.5+30205.55078125j),0j
(0.5+30205.984375j),0j
(0.5+30206.8984375j),0j
(0.5+30207.548828125j),0j
(0.5+30207.931640625j),0j
(0.5+30208.79296875j),0j
(0.5+30210.064453125j),0j
(0.5+30210.44921875j),0j
(0.5+30211.046875j),0j
(0.5+30211.568359375j),0j
(0.5+30212.564453125j),0j
(0.5+30213.51953125j),0j
(0.5+30214.43359375j),0j
(0.5+30215.193359375j),0j
(0.5+30215.548828125j),0j
(0.5+30216.568359375j),0j
(0.5+30217.42578125j),0j
(0.5+30217.7578125j),0j
(0.5+30218.373046875j),0j
(0.5+30219.095703125j),0j
(0.5+30219.689453125j),0j
(0.5+30220.916015625j),0j
(0.5+30221.73828125j),0j
(0.5+30222.359375j),0j
(0.5+30223.431640625j),0j
(0.5+30223.865234375j),0j
(0.5+30224.28125j),0j
(0.5+30225.48828125j),0j
(0.5+30225.9609375j),0j
(0.5+30226.974609375j),0j
(0.5+30227.53125j),0j
(0.5+30227.904296875j),0j
(0.5+30229.060546875j),0j
(0.5+30229.48828125j),0j
(0.5+30230.275390625j),0j
(0.5+30231.033203125j),0j
(0.5+30232.205078125j),0j
(0.5+30233.03515625j),0j
(0.5+30233.9140625j),0j
(0.5+30234.275390625j),0j
(0.5+30234.65625j),0j
(0.5+30235.3828125j),0j
(0.5+30236.46484375j),0j
(0.5+30237.046875j),0j
(0.5+30237.607421875j),0j
(0.5+30238.68359375j),0j
(0.5+30239.220703125j),0j
(0.5+30240.1484375j),0j
(0.5+30241.099609375j),0j
(0.5+30241.681640625j),0j
(0.5+30242.24609375j),0j
(0.5+30243.06640625j),0j
(0.5+30244.150390625j),0j
(0.5+30244.4921875j),0j
(0.5+30245.396484375j),0j
(0.5+30246.037109375j),0j
(0.5+30246.498046875j),0j
(0.5+30247.28125j),0j
(0.5+30247.673828125j),0j
(0.5+30249.45703125j),0j
(0.5+30249.984375j),0j
(0.5+30250.486328125j),0j
(0.5+30251.443359375j),0j
(0.5+30251.984375j),0j
(0.5+30252.951171875j),0j
(0.5+30253.26953125j),0j
(0.5+30253.916015625j),0j
(0.5+30254.818359375j),0j
(0.5+30255.6875j),0j
(0.5+30256.44140625j),0j
(0.5+30257.1640625j),0j
(0.5+30257.544921875j),0j
(0.5+30258.703125j),0j
(0.5+30259.388671875j),0j
(0.5+30260.3125j),0j
(0.5+30261.07421875j),0j
(0.5+30261.875j),0j
(0.5+30262.283203125j),0j
(0.5+30263.044921875j),0j
(0.5+30263.732421875j),0j
(0.5+30264.220703125j),0j
(0.5+30265.1875j),0j
(0.5+30265.935546875j),0j
(0.5+30266.4453125j),0j
(0.5+30267.99609375j),0j
(0.5+30268.59765625j),0j
(0.5+30269.04296875j),0j
(0.5+30269.86328125j),0j
(0.5+30270.23828125j),0j
(0.5+30271.08984375j),0j
(0.5+30272.16796875j),0j
(0.5+30272.892578125j),0j
(0.5+30273.38671875j),0j
(0.5+30273.8984375j),0j
(0.5+30274.6640625j),0j
(0.5+30275.65234375j),0j
(0.5+30276.326171875j),0j
(0.5+30277.158203125j),0j
(0.5+30278.26171875j),0j
(0.5+30278.9140625j),0j
(0.5+30279.443359375j),0j
(0.5+30280.109375j),0j
(0.5+30281.119140625j),0j
(0.5+30281.462890625j),0j
(0.5+30281.75j),0j
(0.5+30282.966796875j),0j
(0.5+30283.8046875j),0j
(0.5+30284.521484375j),0j
(0.5+30285.62890625j),0j
(0.5+30285.966796875j),0j
(0.5+30286.697265625j),0j
(0.5+30287.89453125j),0j
(0.5+30288.185546875j),0j
(0.5+30289.15234375j),0j
(0.5+30289.671875j),0j
(0.5+30290.44921875j),0j
(0.5+30291.43359375j),0j
(0.5+30291.912109375j),0j
(0.5+30292.416015625j),0j
(0.5+30293.013671875j),0j
(0.5+30293.986328125j),0j
(0.5+30295.361328125j),0j
(0.5+30295.9765625j),0j
(0.5+30296.615234375j),0j
(0.5+30297.27734375j),0j
(0.5+30297.830078125j),0j
(0.5+30298.65234375j),0j
(0.5+30299.107421875j),0j
(0.5+30300.140625j),0j
(0.5+30300.73828125j),0j
(0.5+30301.677734375j),0j
(0.5+30302.0390625j),0j
(0.5+30303.03515625j),0j
(0.5+30304.064453125j),0j
(0.5+30304.62890625j),0j
(0.5+30305.341796875j),0j
(0.5+30305.849609375j),0j
(0.5+30307.333984375j),0j
(0.5+30307.826171875j),0j
(0.5+30308.07421875j),0j
(0.5+30308.91015625j),0j
(0.5+30309.427734375j),0j
(0.5+30310.3828125j),0j
(0.5+30310.880859375j),0j
(0.5+30311.966796875j),0j
(0.5+30312.91015625j),0j
(0.5+30313.58984375j),0j
(0.5+30314.482421875j),0j
(0.5+30315.259765625j),0j
(0.5+30315.548828125j),0j
(0.5+30316.146484375j),0j
(0.5+30317.32421875j),0j
(0.5+30317.689453125j),0j
(0.5+30318.7265625j),0j
(0.5+30319.310546875j),0j
(0.5+30320.17578125j),0j
(0.5+30320.6171875j),0j
(0.5+30321.265625j),0j
(0.5+30322.443359375j),0j
(0.5+30323.494140625j),0j
(0.5+30324.05078125j),0j
(0.5+30324.625j),0j
(0.5+30325.40625j),0j
(0.5+30325.998046875j),0j
(0.5+30326.724609375j),0j
(0.5+30327.61328125j),0j
(0.5+30328.00390625j),0j
(0.5+30328.412109375j),0j
(0.5+30329.908203125j),0j
(0.5+30330.662109375j),0j
(0.5+30331.435546875j),0j
(0.5+30332.208984375j),0j
(0.5+30332.515625j),0j
(0.5+30333.59375j),0j
(0.5+30334.111328125j),0j
(0.5+30335.087890625j),0j
(0.5+30335.712890625j),0j
(0.5+30336.5234375j),0j
(0.5+30337.06640625j),0j
(0.5+30337.48828125j),0j
(0.5+30338.556640625j),0j
(0.5+30339.1953125j),0j
(0.5+30340.115234375j),0j
(0.5+30341.224609375j),0j
(0.5+30341.6875j),0j
(0.5+30342.89453125j),0j
(0.5+30343.015625j),0j
(0.5+30343.888671875j),0j
(0.5+30344.30859375j),0j
(0.5+30344.89453125j),0j
(0.5+30346.083984375j),0j
(0.5+30346.916015625j),0j
(0.5+30347.513671875j),0j
(0.5+30347.845703125j),0j
(0.5+30349.283203125j),0j
(0.5+30349.970703125j),0j
(0.5+30350.390625j),0j
(0.5+30351.275390625j),0j
(0.5+30352.3203125j),0j
(0.5+30352.4921875j),0j
(0.5+30353.7421875j),0j
(0.5+30354.380859375j),0j
(0.5+30354.54296875j),0j
(0.5+30355.591796875j),0j
(0.5+30356.046875j),0j
(0.5+30356.814453125j),0j
(0.5+30358.037109375j),0j
(0.5+30359.28125j),0j
(0.5+30359.61328125j),0j
(0.5+30359.96484375j),0j
(0.5+30360.8125j),0j
(0.5+30361.697265625j),0j
(0.5+30362.357421875j),0j
(0.5+30362.958984375j),0j
(0.5+30363.677734375j),0j
(0.5+30364.51171875j),0j
(0.5+30365.232421875j),0j
(0.5+30366.130859375j),0j
(0.5+30366.58203125j),0j
(0.5+30367.556640625j),0j
(0.5+30368.15625j),0j
(0.5+30369.42578125j),0j
(0.5+30369.978515625j),0j
(0.5+30370.640625j),0j
(0.5+30371.177734375j),0j
(0.5+30371.986328125j),0j
(0.5+30372.5234375j),0j
(0.5+30373.220703125j),0j
(0.5+30373.921875j),0j
(0.5+30374.81640625j),0j
(0.5+30375.779296875j),0j
(0.5+30376.529296875j),0j
(0.5+30377.384765625j),0j
(0.5+30378.19921875j),0j
(0.5+30378.689453125j),0j
(0.5+30379.275390625j),0j
(0.5+30379.7734375j),0j
(0.5+30381.1875j),0j
(0.5+30381.666015625j),0j
(0.5+30382.29296875j),0j
(0.5+30382.958984375j),0j
(0.5+30383.583984375j),0j
(0.5+30384.083984375j),0j
(0.5+30385.716796875j),0j
(0.5+30386.064453125j),0j
(0.5+30386.890625j),0j
(0.5+30387.869140625j),0j
(0.5+30388.345703125j),0j
(0.5+30389.228515625j),0j
(0.5+30389.521484375j),0j
(0.5+30390.34765625j),0j
(0.5+30390.966796875j),0j
(0.5+30391.841796875j),0j
(0.5+30392.49609375j),0j
(0.5+30393.697265625j),0j
(0.5+30394.26171875j),0j
(0.5+30394.953125j),0j
(0.5+30395.783203125j),0j
(0.5+30396.3828125j),0j
(0.5+30397.138671875j),0j
(0.5+30398.333984375j),0j
(0.5+30398.646484375j),0j
(0.5+30399.22265625j),0j
(0.5+30399.884765625j),0j
(0.5+30401.083984375j),0j
(0.5+30401.35546875j),0j
(0.5+30401.888671875j),0j
(0.5+30402.84375j),0j
(0.5+30404.224609375j),0j
(0.5+30405.04296875j),0j
(0.5+30405.3984375j),0j
(0.5+30406.12890625j),0j
(0.5+30406.671875j),0j
(0.5+30407.439453125j),0j
(0.5+30408.125j),0j
(0.5+30408.8984375j),0j
(0.5+30409.8671875j),0j
(0.5+30410.3046875j),0j
(0.5+30411.07421875j),0j
(0.5+30411.93359375j),0j
(0.5+30412.705078125j),0j
(0.5+30413.767578125j),0j
(0.5+30414.064453125j),0j
(0.5+30415.08203125j),0j
(0.5+30415.7578125j),0j
(0.5+30416.56640625j),0j
(0.5+30417.3828125j),0j
(0.5+30417.876953125j),0j
(0.5+30418.220703125j),0j
(0.5+30418.869140625j),0j
(0.5+30420.0078125j),0j
(0.5+30420.9375j),0j
(0.5+30421.818359375j),0j
(0.5+30422.458984375j),0j
(0.5+30423.28515625j),0j
(0.5+30423.859375j),0j
(0.5+30424.62109375j),0j
(0.5+30425.41015625j),0j
(0.5+30425.640625j),0j
(0.5+30426.810546875j),0j
(0.5+30427.6640625j),0j
(0.5+30428.318359375j),0j
(0.5+30428.57421875j),0j
(0.5+30429.638671875j),0j
(0.5+30430.513671875j),0j
(0.5+30430.96484375j),0j
(0.5+30432.453125j),0j
(0.5+30432.955078125j),0j
(0.5+30433.595703125j),0j
(0.5+30434.357421875j),0j
(0.5+30434.572265625j),0j
(0.5+30435.671875j),0j
(0.5+30436.30859375j),0j
(0.5+30436.837890625j),0j
(0.5+30437.857421875j),0j
(0.5+30438.271484375j),0j
(0.5+30439.646484375j),0j
(0.5+30440.447265625j),0j
(0.5+30441.095703125j),0j
(0.5+30441.33984375j),0j
(0.5+30442.171875j),0j
(0.5+30443.26953125j),0j
(0.5+30443.92578125j),0j
(0.5+30444.580078125j),0j
(0.5+30445.310546875j),0j
(0.5+30445.92578125j),0j
(0.5+30446.384765625j),0j
(0.5+30447.521484375j),0j
(0.5+30447.798828125j),0j
(0.5+30449.373046875j),0j
(0.5+30449.927734375j),0j
(0.5+30450.568359375j),0j
(0.5+30451.435546875j),0j
(0.5+30452.236328125j),0j
(0.5+30452.51953125j),0j
(0.5+30453.263671875j),0j
(0.5+30454j),0j
(0.5+30454.5625j),0j
(0.5+30455.86328125j),0j
(0.5+30456.50390625j),0j
(0.5+30456.900390625j),0j
(0.5+30457.765625j),0j
(0.5+30458.76171875j),0j
(0.5+30459.6015625j),0j
(0.5+30460.142578125j),0j
(0.5+30460.814453125j),0j
(0.5+30461.736328125j),0j
(0.5+30462.544921875j),0j
(0.5+30462.83203125j),0j
(0.5+30463.841796875j),0j
(0.5+30464.2734375j),0j
(0.5+30464.927734375j),0j
(0.5+30465.650390625j),0j
(0.5+30467.2109375j),0j
(0.5+30467.703125j),0j
(0.5+30468.396484375j),0j
(0.5+30469.34375j),0j
(0.5+30469.63671875j),0j
(0.5+30470.14453125j),0j
(0.5+30471.16015625j),0j
(0.5+30472.11328125j),0j
(0.5+30472.751953125j),0j
(0.5+30473.0625j),0j
(0.5+30474.083984375j),0j
(0.5+30474.775390625j),0j
(0.5+30475.796875j),0j
(0.5+30476.26953125j),0j
(0.5+30477.119140625j),0j
(0.5+30478.00390625j),0j
(0.5+30479.1328125j),0j
(0.5+30479.396484375j),0j
(0.5+30480.24609375j),0j
(0.5+30480.458984375j),0j
(0.5+30481.474609375j),0j
(0.5+30482.005859375j),0j
(0.5+30482.9140625j),0j
(0.5+30483.595703125j),0j
(0.5+30484.669921875j),0j
(0.5+30485.4765625j),0j
(0.5+30486.23828125j),0j
(0.5+30486.720703125j),0j
(0.5+30487.65625j),0j
(0.5+30488.2421875j),0j
(0.5+30488.751953125j),0j
(0.5+30489.78125j),0j
(0.5+30490.453125j),0j
(0.5+30491.4140625j),0j
(0.5+30491.751953125j),0j
(0.5+30492.361328125j),0j
(0.5+30492.953125j),0j
(0.5+30494.296875j),0j
(0.5+30495.17578125j),0j
(0.5+30496.072265625j),0j
(0.5+30496.544921875j),0j
(0.5+30496.8125j),0j
(0.5+30498.234375j),0j
(0.5+30498.494140625j),0j
(0.5+30499.212890625j),0j
(0.5+30499.5859375j),0j
(0.5+30500.76171875j),0j
(0.5+30501.59765625j),0j
(0.5+30502.126953125j),0j
(0.5+30503.375j),0j
(0.5+30503.79296875j),0j
(0.5+30504.5703125j),0j
(0.5+30505.134765625j),0j
(0.5+30506.115234375j),0j
(0.5+30506.931640625j),0j
(0.5+30507.78515625j),0j
(0.5+30507.966796875j),0j
(0.5+30508.984375j),0j
(0.5+30509.345703125j),0j
(0.5+30510.173828125j),0j
(0.5+30511.15234375j),0j
(0.5+30511.74609375j),0j
(0.5+30512.751953125j),0j
(0.5+30513.98828125j),0j
(0.5+30514.435546875j),0j
(0.5+30514.775390625j),0j
(0.5+30515.595703125j),0j
(0.5+30516.25390625j),0j
(0.5+30516.744140625j),0j
(0.5+30518.078125j),0j
(0.5+30518.53515625j),0j
(0.5+30519.11328125j),0j
(0.5+30520.033203125j),0j
(0.5+30520.576171875j),0j
(0.5+30521.763671875j),0j
(0.5+30522.275390625j),0j
(0.5+30523.1171875j),0j
(0.5+30523.974609375j),0j
(0.5+30524.6484375j),0j
(0.5+30525.25j),0j
(0.5+30526.125j),0j
(0.5+30526.548828125j),0j
(0.5+30527.4609375j),0j
(0.5+30527.791015625j),0j
(0.5+30528.400390625j),0j
(0.5+30530.01953125j),0j
(0.5+30530.7265625j),0j
(0.5+30531.408203125j),0j
(0.5+30531.73828125j),0j
(0.5+30532.83984375j),0j
(0.5+30533.375j),0j
(0.5+30534.10546875j),0j
(0.5+30534.802734375j),0j
(0.5+30535.6484375j),0j
(0.5+30536.16015625j),0j
(0.5+30537.1875j),0j
(0.5+30537.666015625j),0j
(0.5+30538.4453125j),0j
(0.5+30538.939453125j),0j
(0.5+30540.392578125j),0j
(0.5+30540.873046875j),0j
(0.5+30541.810546875j),0j
(0.5+30542.5j),0j
(0.5+30543.1796875j),0j
(0.5+30543.634765625j),0j
(0.5+30544.111328125j),0j
(0.5+30545.091796875j),0j
(0.5+30545.984375j),0j
(0.5+30546.396484375j),0j
(0.5+30547.537109375j),0j
(0.5+30548.0625j),0j
(0.5+30549.265625j),0j
(0.5+30549.90625j),0j
(0.5+30550.623046875j),0j
(0.5+30550.74609375j),0j
(0.5+30551.849609375j),0j
(0.5+30552.861328125j),0j
(0.5+30553.642578125j),0j
(0.5+30554.1015625j),0j
(0.5+30554.458984375j),0j
(0.5+30555.353515625j),0j
(0.5+30556.138671875j),0j
(0.5+30556.833984375j),0j
(0.5+30558.1328125j),0j
(0.5+30558.81640625j),0j
(0.5+30559.4453125j),0j
(0.5+30560.19140625j),0j
(0.5+30560.888671875j),0j
(0.5+30561.34375j),0j
(0.5+30562.2734375j),0j
(0.5+30562.763671875j),0j
(0.5+30563.41796875j),0j
(0.5+30564.609375j),0j
(0.5+30565.119140625j),0j
(0.5+30565.966796875j),0j
(0.5+30566.810546875j),0j
(0.5+30567.2890625j),0j
(0.5+30568.134765625j),0j
(0.5+30569.35546875j),0j
(0.5+30569.890625j),0j
(0.5+30570.22265625j),0j
(0.5+30571.087890625j),0j
(0.5+30571.98828125j),0j
(0.5+30572.501953125j),0j
(0.5+30573.09765625j),0j
(0.5+30573.767578125j),0j
(0.5+30574.533203125j),0j
(0.5+30575.849609375j),0j
(0.5+30576.724609375j),0j
(0.5+30577.22265625j),0j
(0.5+30577.9453125j),0j
(0.5+30578.41796875j),0j
(0.5+30579.1484375j),0j
(0.5+30580.0703125j),0j
(0.5+30580.501953125j),0j
(0.5+30581.75390625j),0j
(0.5+30582.263671875j),0j
(0.5+30582.677734375j),0j
(0.5+30583.30859375j),0j
(0.5+30584.697265625j),0j
(0.5+30585.19921875j),0j
(0.5+30586.0078125j),0j
(0.5+30586.697265625j),0j
(0.5+30587.845703125j),0j
(0.5+30588.1875j),0j
(0.5+30589.087890625j),0j
(0.5+30589.56640625j),0j
(0.5+30590.021484375j),0j
(0.5+30590.712890625j),0j
(0.5+30591.734375j),0j
(0.5+30592.728515625j),0j
(0.5+30593.19921875j),0j
(0.5+30594.4375j),0j
(0.5+30594.82421875j),0j
(0.5+30595.72265625j),0j
(0.5+30596.384765625j),0j
(0.5+30596.818359375j),0j
(0.5+30597.896484375j),0j
(0.5+30598.5703125j),0j
(0.5+30599.16796875j),0j
(0.5+30599.947265625j),0j
(0.5+30600.72265625j),0j
(0.5+30601.318359375j),0j
(0.5+30601.771484375j),0j
(0.5+30602.84765625j),0j
(0.5+30604.228515625j),0j
(0.5+30604.744140625j),0j
(0.5+30605.26171875j),0j
(0.5+30606.119140625j),0j
(0.5+30606.34375j),0j
(0.5+30607.3671875j),0j
(0.5+30608.208984375j),0j
(0.5+30608.53515625j),0j
(0.5+30609.58203125j),0j
(0.5+30609.984375j),0j
(0.5+30611.35546875j),0j
(0.5+30612.115234375j),0j
(0.5+30612.30859375j),0j
(0.5+30613.650390625j),0j
(0.5+30613.892578125j),0j
(0.5+30614.75j),0j
(0.5+30615.8203125j),0j
(0.5+30616.515625j),0j
(0.5+30616.904296875j),0j
(0.5+30617.5390625j),0j
(0.5+30618.455078125j),0j
(0.5+30618.787109375j),0j
(0.5+30619.703125j),0j
(0.5+30620.927734375j),0j
(0.5+30621.65234375j),0j
(0.5+30622.357421875j),0j
(0.5+30623.05859375j),0j
(0.5+30624.017578125j),0j
(0.5+30624.51953125j),0j
(0.5+30624.822265625j),0j
(0.5+30625.4765625j),0j
(0.5+30626.853515625j),0j
(0.5+30627.302734375j),0j
(0.5+30628.19921875j),0j
(0.5+30628.572265625j),0j
(0.5+30629.4140625j),0j
(0.5+30630.373046875j),0j
(0.5+30631.283203125j),0j
(0.5+30631.90234375j),0j
(0.5+30632.662109375j),0j
(0.5+30633.552734375j),0j
(0.5+30634.068359375j),0j
(0.5+30634.677734375j),0j
(0.5+30635.5625j),0j
(0.5+30635.962890625j),0j
(0.5+30636.708984375j),0j
(0.5+30637.4296875j),0j
(0.5+30638.421875j),0j
(0.5+30639.6796875j),0j
(0.5+30640.279296875j),0j
(0.5+30640.74609375j),0j
(0.5+30641.271484375j),0j
(0.5+30642.041015625j),0j
(0.5+30643.119140625j),0j
(0.5+30643.623046875j),0j
(0.5+30644.408203125j),0j
(0.5+30645.044921875j),0j
(0.5+30645.64453125j),0j
(0.5+30646.6640625j),0j
(0.5+30647.025390625j),0j
(0.5+30648.23828125j),0j
(0.5+30648.546875j),0j
(0.5+30650.01171875j),0j
(0.5+30650.701171875j),0j
(0.5+30651.0703125j),0j
(0.5+30651.8359375j),0j
(0.5+30652.44921875j),0j
(0.5+30653.228515625j),0j
(0.5+30653.646484375j),0j
(0.5+30654.474609375j),0j
(0.5+30655.572265625j),0j
(0.5+30656.33984375j),0j
(0.5+30656.716796875j),0j
(0.5+30657.98046875j),0j
(0.5+30658.69921875j),0j
